father_file	question	answer
5-6 北上资金策略.txt	涪陵榨菜 30.13\n\n30.13\n\n大华股份 14.93 0.00%\n\n大华股份\n\n14.93\n\n0.00%\n\n立进入北上资金策略页面\n\n立进入北上资金策略页面\n\n提供专业证券咨询服务\n\n本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资\n\n品种包含权益类的投资者，如您不符合要求，建议退出观看。\n\n北上资金策略\n\n追踪北上资金发现投资机会2023-04-01到期\n\n最新入选 1 4 6 期2 0 2 2 . 0 7 . 2 3 入选\n\n入选后\n\n入选价\n\n入选股票 入选价 状态\n\n入选股票\n\n最高涨幅\n\n金地集团\n\n11.00\n\n金地集团 11.00\n\n涪陵榨菜 30.13 入选\n\n30.13\n\n供签\n\n大华股份 14.93 0.00% 调出\n\n卫星化学 23.90 0.00% 入选\n\n中国核电 6.23 0.00% 入选\n\n风噬提示：成具体投资建议。投资者应综合各市场因素自行作出投资决策，并自担风险\n\n历史入选第145期2022.07.16入选查看历史第一个模块是最新入选入选股票入远价状态最高涨幅\n\n产品适合风险承受能力等级为稳健型（C3）及以上：拟投资要求建议退出观看\n\n闻泰科技-持仓详情\n\n面泰科技一持仓详\n\n调出原因\n\n入选后北资金减仓幅度≥20\n\n后获利≥20%\n\n风险提示：上述信息供参考，不构成具体投资建议。投资者应综\n\n风险提示：上述信息供参考，不构成具体投资建议。投资者应综合各市场因素自行作出投资决策，并自担风险\n\n合各市场因素自行作出投资决策，并自担风险。\n\n上资金持仓分\n\n沪深股通资金累计持仓比例（% ）收盘价（元）\n\n视频内容仅供签约客户参考\n\n110.00\n\n100.00\n\n90.00\n\n80.00\n\n70.00\n\n60.00\n\n2022-03-14 2022-05-24\n\n2022-07-25\n\n北上资金减仓幅度大于20%股票下跌超过10%\n\n本产品点合风险承受能级为稳健型（C3）及以上.拟投资品种包含权益类的投资者.女建议退出观看\n\n闻泰科技一持仓详情\n\n调出原因\n\n后北上资金减仓幅度\n\n入选后北上资金减仓幅度≥20%\n\n入选后获利≥20%\n\n入选后亏损超过10%\n\n风险提示：上述信息供参考，不构成具体投资建议。投资者应综合各市场因素自行作出投资决策，并自担风险\n\n北上资金持仓分析\n\nF资全特合	{'number': 6, 'question': [{'question': '涪陵榨菜的最新入选价格是多少？', 'answer': '30.13'}, {'question': '大华股份的最新股价是多少？', 'answer': '14.93'}, {'question': '金地集团的最高涨幅是多少？', 'answer': '11.00'}, {'question': '北向资金策略页面提供哪些服务？', 'answer': '提供专业证券咨询服务。'}, {'question': '卫星化学的入远价是多少？', 'answer': '23.90'}, {'question': '立进入北上资金策略页面的投资者需要满足哪些风险承受能力等级？', 'answer': '适合风险承受能力等级为稳健型（C3）及以上的投资者。'}]}
19 盘中宝要素表.txt	| 盘中宝要素表——盘中热点资讯及相关个股（相关数据更新至2022.6.20） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 6 | 产品亮点 | 1、时效性：财联社600位记着7*24小时跟踪，覆盖上市公司路演、发布会、调研现场，掌握一手资讯 |\n| |              | | 2、权威性：中信建投与财联社联合打造，财联社权威信源 |\n| |              | | 3、功能性：前瞻市场热点、解读重磅政策，跟踪重大突发信息 |\n| |              | | 4、可读性：内容深入浅出浅显易懂，用小白的话讲明白逻辑 |\n| |              | | 5、贴合热点：内容与当下炒作题材相契合，贴合市场 |\n\n| 盘中宝要素表——盘中热点资讯及相关个股（相关数据更新至2022.6.20） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 7 | 如何正确应用 | 查看方式：进入首页-选股/决策-【盘中宝】查看消息及相关个股，充分考量投资风险，及时关注相关证券关键信息后，审慎购买并合理控制仓位，分散风险。 |\n| |              | | 注意事项：盘中宝时效性较强，需重点提示客户将APP消息推送打开，以确保及时接受信息。在手机设置-蜻蜓点金APP-通知，确保打开允许通知。 |\n\n| 盘中宝要素表——盘中热点资讯及相关个股（相关数据更新至2022.6.20） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 8 | 目标客户画像 | 【懂题材却没有一手资讯】、【资产量10万元以上交易型客户】、【投研实力较强，缺少权威信息源的专业投资者】 |\n\n| 盘中宝要素表——盘中热点资讯及相关个股（相关数据更新至2022.6.20） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 9 | 服务内容 | 专注A股市场，多角度挖掘市场重大新闻资讯，每个交易日更新3-5条重磅消息及相关受益公司。 |	{'number': 5, 'question': [{'question': '盘中宝要素表中的产品亮点包括哪些方面？', 'answer': '1、时效性：财联社600位记者7*24小时跟踪，覆盖上市公司路演、发布会、调研现场，掌握一手资讯；2、权威性：中信建投与财联社联合打造，财联社权威信源；3、功能性：前瞻市场热点、解读重磅政策，跟踪重大突发信息；4、可读性：内容深入浅出浅显易懂，用小白的的话说明白逻辑；5、贴合热点：内容与当下炒作题材相契合，贴合市场。'}, {'question': '如何确保及时接收盘中宝的消息推送？', 'answer': '在手机设置-蜻蜓点金APP-通知，确保打开允许通知。'}, {'question': '盘中宝要素表中的目标客户画像包括哪些类型？', 'answer': '【懂题材却没有一手资讯】、【资产量10万元以上交易型客户】、【投研实力较强，缺少权威信息来源的专业投资者】'}, {'question': '盘中宝要素表中的服务内容主要关注哪些市场？', 'answer': '专注A股市场，多角度挖掘市场重大新闻资讯，每个交易日更新3-5条重磅消息及相关受益公司。'}, {'question': '盘中宝要素表中的服务内容每日更新多少条重磅消息及相关受益公司？', 'answer': '每个交易日更新3-5条重磅消息及相关受益公司。'}]}
企微聊天记录(1).txt	超梦 2/14 16:43:52\n<@CSE00730>您的问题： 主力密码的服务方式是什么？\n主力密码的服务方式：\n1、自选主力信号：每个交易日9点20推送客户自选持仓股中触发主力信号的个股；\n2、K线主力信号：个股K线图中展示主力进场、主力离场、主力减仓和主力加仓；\n3、个股推荐：页面更新当日发出主力进场、退场、减仓、加仓的信号池； 王静辉 2/14 16:45:40\n超梦超梦 在哪里可以看到我名下客户的筹码掘金跟盘提佣的付费情况？	{'number': 5, 'question': [{'question': '主力密码的服务方式中，自选主力信号是如何推送的？', 'answer': '每个交易日9点20推送客户自选持仓中触发主力信号的个股。'}, {'question': 'K线主力信号在个股K线图中展示哪些主力行为？', 'answer': '个股K线图中展示主力进场、主力离场、主力减仓和主力加仓。'}, {'question': '如何查看名下客户的筹码掘金跟盘提佣的付费情况？', 'answer': '在超梦超梦可以查看名下客户的筹码掘金跟盘提佣的付费情况。'}, {'question': '个股推荐页面会更新哪些主力信号池？', 'answer': '页面更新当日发出主力进场、退场、减仓、加仓的信号池。'}, {'question': '自选主力信号的推送时间是什么时候？', 'answer': '每个交易日9点20推送客户自选持仓中触发主力信号的个股。'}]}
企微聊天记录(1).txt	王静辉 2/14 15:44:14\n超梦超梦 智能投顾中的点金投什么费用？ 超梦 2/14 15:44:24\n<@CSE00730>您的问题： 智能投顾中的点金投什么费用？\n①前端收费：15000元/年，获得9款智能决策工具的使用权。\n②后端收费：0元签约，不交易不收费。当投资者产生交易时，普通资金账号内股票（不包含创业板、科创板、港股通、新三板股票及可转债），单笔交易额外收8.8元，买卖均收取。双向付费，与跟盘无关。	{'number': 5, 'question': [{'question': '智能投顾中的点金投前端年费是多少？', 'answer': '智能投顾中的点金投前端年费是15000元/年。'}, {'question': '智能投顾中的点金投后端收费是如何计算的？', 'answer': '智能投顾中的点金投后端收费是单笔交易额额外收取8.8元，买卖均收取，双向付费，与跟盘无关。'}, {'question': '智能投顾中的点金投前端年费能获得多少款智能决策工具的使用权？', 'answer': '智能投顾中的点金投前端年费15000元/年，能获得79款智能决策工具的使用权。'}, {'question': '智能投顾中的点金投后端收费是否适用于所有股票交易？', 'answer': '不适用于创业板、科创板、港股通、新三板股票及可转债的交易。'}, {'question': '智能投顾中的点金投前端年费能获得多少款智能决策工具的使用权？', 'answer': '智能投顾中的点金投前端年费15000元/年，能获得79款智能决策工具的使用权。'}]}
13 神奇九转要素表.txt	神奇九转要素表\n\n| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 1 | 产品名称 | 神奇九转（寻找拐点信号） |\n\n| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 2 | 产品简介 | 神奇九转是一款判断股票中短期高低点的工具，核心功能是通过对上涨和下跌趋势的定义和计数，发现当前股价走势拐点，提高抄底、逃顶的成功率。 |\n\n| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 3 | 产品代码 | ZT0017 |\n\n| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 4 | 产品类型 | 现金收费-智能投顾-股票择时类 |\n\n| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 5 | 风格标签 | 【量化择时】、【抄底逃顶】、【寻找技术拐点】 |\n\n| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 6 | 产品特点 | 1、择时类工具，源于技术大师汤姆·狄马克的TD序列。帮助投资者从技术层面找到个股拐点，抄底逃顶。 |\n| |              | | 2、指标类信号，在个股日K线图可查看神奇九转信号，信号更直观，简单易懂。 |\n| |              | | 3、每日收盘将出现9转信号的个股汇总成信号池，提高决策效率。 |	{'number': 4, 'question': [{'question': '神奇九转（寻找拐点信号）产品的核心功能是什么？', 'answer': '神奇九转的核心功能是通过对上涨和下跌趋势的定义和计数，发现当前股价走势拐点，提高抄底、逃顶的成功率。'}, {'question': '神奇九转（寻找拐点信号）产品的代码是什么？', 'answer': 'ZT0017'}, {'question': '神奇九转（寻找拐点信号）产品的风格标签有哪些？', 'answer': '【量化择时】、【抄底逃顶】、【寻找技术拐点】'}, {'question': '神奇九转（寻找拐点信号）产品的类型是什么？', 'answer': '现金收费-智能投顾-股票择时类'}]}
4-8 点金投.txt	本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看\n\n选股\n\n北上资金策略\n\n| 算法 | 中线 | 资金面 | 优质个股 |\n| 模型 | | | |\n|-|-|-|-|\n| | 短线尾盘掘金 | | |\n| | 量化选股 | 尾盘精选 | |\n| | 助您优中选优 | | |\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看\n\n本产品适合风险承受能力等级为稳健（C 3 ）及以\n\n北上资金策略\n\n算法\n\n模型 中线 资金面 优质个股\n\n资金面优质个股\n\n短线尾盘掘金\n\n短线\n\n尾盘掘金\n\n量化选股尾世精选\n\n助您优中选优\n\n本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议\n\n择时\n\n择时买卖难决断\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看\n\n择时\n\n点金投便用大分析指标\n\n本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不\n\n择时\n\n经典技术分析指标\n\n主力离场\n\n主力进场\n\n跟踪股票波动趋势\n\n跟踪股票波动趋势\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。\n\n品种包含权益类的投货者，如您不\n\n择时\n\n经典技术分析指标\n\n主力离场\n\n主力进场\n\n跟踪股票波动趋势\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看\n\n择时 经典技术分析旧标\n\n主力离场\n\n主力进场\n\n服务包含神奇九转神奇电波主力密码\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看\n\n择时 写典拉本分折指标\n\n主力离场\n\n神奇九转\n\n主力进场 分时信号 顶底拐点\n\n分时信号\n\n顶底拐点\n\n服务包含神奇九转神奇电波主力密码\n\n服务包含神奇九转神奇电波主力密码\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。\n\n择时\n\n主力离场\n\n神奇九转\n\n主力进场\n\n分时信号 顶底拐点\n\n顶底拐点	{'number': 5, 'question': [{'question': '北上资金策略中的短线尾盘掘金属于哪种选股方式？', 'answer': '短线尾盘掘金属于量化选股方式。'}, {'question': '本产品适合哪些类型的投资者使用？', 'answer': '本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者使用。'}, {'question': '北向资金策略中的量化选股方式有哪些？', 'answer': '北向资金策略中的量化选股方式包括短线尾盘掘金和量化选股尾盘精选。'}, {'question': '北向资金策略中的量化选股方式包括哪些具体方法？', 'answer': '北向资金策略中的量化选股方式包括短线尾盘掘金和量化选股尾盘精选。'}, {'question': '本产品中提到的量化选股尾盘精选属于哪种选股策略？', 'answer': '量化选股尾盘精选属于量化选股方式。'}]}
4-8 点金投.txt	本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看点金投炒股利器一站式全能服务包\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看\n\n您的投资是否遇到以下困难\n\n到以下闲难\n\n本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投品种包含权类的投资者，如您不符合要求，建议退出观看。\n\n选股困扰\n\n选股有困扰\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。\n\n7择时迷茫择时很迷茫\n\n择时很迷茫\n\n议退出观着\n\n数据繁杂\n\n数据太繁杂\n\n本产品适合风险承受能力等级为稳健（\n\n品种包含权益类的投资者，如您不符合要求，建议退出观看\n\n氨君繁杂\n\n投资方向难\n\n本产品适合风险承受能力等级为稳健（3 ）及以上 以投资品种包含权益类的投资者，如您不符音要求，建议退\n\n择时迷\n\n选股困扰\n\n数猴紧杂\n\n投资方向难\n\n中信建投打造智能投顾产品「点金投\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看\n\nT金\n\n中信建投打能投丽产品「点金投\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种如您不符合要求，建议退出观看投\n\n中信建投打造智能投顾产品「点金投\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权如您不符合要求建议退出观看投\n\n为您提供选股择时数据资讯四大板块\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看\n\n为您提供选股择时数据资讯四大板块\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看\n\n选股择时投数据\n\n为您提供选股择时数据资讯四大板块\n\n本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。\n\n北上资金策略\n\n尾盘掘金 选股\n\n神奇九转\n\n主动密码\n\n投\n\n择时\n\n融资追击\n\n高级诊股\n\n神奇电波\n\n高级诊股 神奇电波\n\n数据\n\n安心投\n\n资讯\n\n盘中宝\n\n九项产品的全方位服务\n\n本产品适合风险承受能力等级为	{'number': 5, 'question': [{'question': '本产品适合哪些风险承受能力等级的投资者使用？', 'answer': '本产品适合风险承受能力等级为稳健（C3）及以上的投资者使用。'}, {'question': '如果投资者的风险承受能力不符合稳健型（C3）及以上，建议采取什么行动？', 'answer': '建议退出观看。'}, {'question': '本产品适合哪些投资品种的投资者使用？', 'answer': '本产品适合拟投资品种包含权益类的投资者使用。'}, {'question': '对于不符合产品风险承受能力要求的投资者，建议采取什么行动？', 'answer': '建议退出观看。'}, {'question': '本产品不适合哪些风险承受能力等级的投资者使用？', 'answer': '本产品不适合风险承受能力等级低于稳健型（C3）的投资者使用。'}]}
16 level2白银版.txt	| level2白银版产品要素表——比普通版更细节（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 8 | 如何使用 | 观察买卖强度：十档行情看的更高更远。总买/总卖的比值越大，说明买方力量越强。比值越小，卖方力量增强。 |\n| |              | | 观察支撑压力：如果买方主力集中在买1价格，而卖方主力集中在卖9价，远离现价，表明股价尚未到达真实阻力位置，短期抛压较小。 |\n| |              | | 查看主力真实意图：当大单委托在前，表明资金争前恐后全力进攻，股价上涨概率更大。反之如果委托大单在小单之后，一有风吹草动就脚底抹油，只是虚张声势，股价上涨基础不够牢固。 |\n| |              | | 查看主力成交数据：当股价拉升时，看似有很多大单买入成交，但通过名字可以看到都是小单买入，空头主力大单却蜂拥而出，通过明细可查看每一笔主力真实成交的数据。 |\n| |              | | 查看主力成本：K线无法反应持仓价格，但是通过分价成交数据可以准确把握主力成本。 |\n\n| level2白银版产品要素表——比普通版更细节（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 9 | 目标客户画像 | 【经常看盘】、【短线操作】 |\n\n| level2白银版产品要素表——比普通版更细节（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 10 | 服务内容 | 查看千档行情、委托队列、逐笔明细、逐笔委托、分价数据四大特色功能 |\n\n| level2白银版产品要素表——比普通版更细节（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 11 | 服务频次 | 实时更新 |	{'number': 5, 'question': [{'question': '如何通过十档行情判断买卖强度？', 'answer': '通过十档行情看得更高更远。总买/总卖的比值越大，说明买方力量越强。比值越小，卖方力量增强。'}, {'question': '如何通过分价成交数据准确把握主力成本？', 'answer': 'K线无法反映持仓价格，但是通过分价成交数据可以准确把握主力成本。'}, {'question': '如何通过委买单和委卖单的位置判断股价的短期抛压大小？', 'answer': '如果买方主力集中在买1价格，而卖方主力集中在卖9价，远离现价，表明股价尚未到达真实阻力位置，短期抛压较小。'}, {'question': '如何通过查看主力真实意图来判断股价上涨的概率？', 'answer': '当大单委托在前，表明资金争前恐后全力进攻，股价上涨概率更大。反之如果委托大单在小单之后，一有风吹草动就脚底抹油，只是虚张声势，股价上涨基础不够牢固。'}, {'question': '如何通过查看主力真实成交数据来判断股价上涨时的主力动向？', 'answer': '当股价拉升时，看似有很多大单买入成交，但通过名字可以看到都是小单买入，空头主力大单却蜂拥而出，通过明细可查看每一笔主力真实成交的数据。'}]}
4-8 点金投.txt	为您提供一站式投资解决方案\n\n本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。\n\n为您提供一站式投资解决方案\n\n为您提供一站式投资解决方案\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。资讯\n\n资讯浩如烟海如何抓住热点\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。\n\n资讯浩如烟海如何抓住热点\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看\n\n资讯点金投盘中宝精选资讯服务\n\n资讯\n\n点全投盘中先资讯服务\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看\n\n资讯\n\n点金投母中选资讯服务\n\n本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看\n\n资讯\n\n大名\n\n本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。\n\n.\n\n资讯\n\n盘中宝\n\n公中国请\n\n上\n\n资讯服务盘中热点\n\n盘中及时提醒\n\n本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。\n\n中家】在零为有禁下行# 正步入\n\n资讯\n\n点金投\n\n【省中国】# 市能联汽车证点#\n\n盘中宝\n\n资讯服务盘中热点\n\n【中家】传通飞· 机# 人· #\n\n把握市场脉动避免盯盘烦恼\n\n本产品适合要求，建议退出观看。\n\n【中宝」在毕为锁下行业正步人\n\n发“ 快车道” ，# # 电建设销动产业学\n\n资讯 夜级为作# 下行业证步入“ 快道” ，#\n\n#############\n\n1 元1 # 为这一#\n\n点金投\n\n【盘中宝] 该维银可联汽车试点进\n\n人实车上您询试机媒，机构暂驾银行\n\n盘中宝\n\n# 电\n\n资讯服务盘中热点\n\n人#\n\n资讯服务\n\n收量\n\n务盘中热点\n\nTTS\n\n兰\n\n【中宝] 先速飞机+ 机人· # 物到\n\n物信，这类技术注加通融入生产住活\n\n注# # 术# 放入# 产生，有# 生方\n\n###\n\n了# 术\n\n##\n\n选股有困难	{'number': 5, 'question': [{'question': '哪些投资者不适合使用本产品？', 'answer': '风险承受能力等级低于稳健型（C3）或不包含权益类拟投资品种的投资者不适合使用本产品。'}, {'question': '如果投资者的风险承受能力等级低于稳健型（C3），建议采取什么行动？', 'answer': '建议退出观看。'}, {'question': '本产品适合哪些类型的投资者使用？', 'answer': '本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者使用。'}, {'question': '如果投资者的风险承受能力等级低于稳健型（C3），建议采取什么行动？', 'answer': '建议退出观看。'}, {'question': '对于风险承受能力等级低于稳健型（C3）的投资者，建议采取什么行动？', 'answer': '建议退出观看。'}]}
【勿外传】智能投顾产品要素表.txt	| 智慧研报要素表——提取研报精华，紧跟市场风口（相关数据更新至2024.6.3） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 4 | 产品简介 | 【智慧研报】从产业趋势、宏观策略、公司动态及明星分析四大维度精选全市场研报，每日提炼9-12篇高质量报告，核心逻辑化繁为简，助您迅速把握投资脉络。 |\n\n| 智慧研报要素表——提取研报精华，紧跟市场风口（相关数据更新至2024.6.3） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 5 | 风格标签 | 【研报脱水】【权威性解读】【贴合热点】 |\n\n| 智慧研报要素表——提取研报精华，紧跟市场风口（相关数据更新至2024.6.3） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 6 | 产品亮点 | 前瞻、增量、差异 |\n| |              | | 知道得比别人快——抓住热点，快人一步 |\n| |              | | 知道得比别人多——同一热点，提供增量信息 |\n| |              | | 跟别人不太一样——与市场不同的理解 |\n| |              | | 内容有用且有趣——可读性强，语言风格降维 |\n| |              | | 更好的阅读体验——栏目设置，排版合理 |\n\n| 智慧研报要素表——提取研报精华，紧跟市场风口（相关数据更新至2024.6.3） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 7 | 如何正确应用 | 查看方式：进入首页-AI选股-【智慧研报】查看消息及相关个股，充分考量投资风险，及时关注相关证券关键信息后，审慎购买并合理控制仓位，分散风险。 |\n| |              | | 注意事项：智慧研报时效性较强，需重点提示客户将APP消息推送打开，以确保及时接受信息。在手机设置-蜻蜓点金APP-通知，确保打开允许通知。也可绑定【中信建投证券股份有限公司】微信服务号，通过微信查看服务。 |	{'number': 5, 'question': [{'question': '智慧研报每日精选多少篇高质量报告？', 'answer': '智慧研报每日提炼9-12篇高质量报告。'}, {'question': '智慧研报如何帮助投资者快速把握投资脉络？', 'answer': '智慧研报从产业趋势、宏观策略、公司动态及明星分析四大维度精选全市场研报，每日提炼9-12篇高质量报告，核心逻辑化繁为简，助您迅速把握投资脉络。'}, {'question': '智慧研报如何确保投资者及时接收信息？', 'answer': '智慧研报时效性较强，需重点提示客户将APP消息推送打开，以确保及时接收信息。在手机设置-蜻蜓点金APP-通知，确保打开允许通知。也可绑定【中信建投证券股份有限公司】微信服务号，通过微信查看服务。'}, {'question': '智慧研报如何帮助投资者快速把握投资脉络？', 'answer': '智慧研报从产业趋势、宏观策略、公司动态及明星分析四大维度精选全市场研报，每日提炼9-12篇高质量报告，核心逻辑化繁为简，助您迅速把握投资脉络。'}, {'question': '智慧研报如何帮助投资者快速把握投资脉络？', 'answer': '智慧研报从产业趋势、宏观策略、公司动态及明星分析四大维度精选全市场研报，每日提炼9-12篇高质量报告，核心逻辑化繁为简，助您迅速把握投资脉络。'}]}
