| 北上资金策略要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |

本产品适合风险承受能力等级为稳健型（C3）及以上，拟

品适合区风验承受能力等级为稳健型品种包名权

建投证券

SECURITIES

辅助投资者

本产品适合，建议退出观看。

中信建投证券
| 中信建投证券 | - | - |
|-|-|-|
| CHINASECURITIES | 神奇九转说明 | |
| | 神奇九转跟踪股票趋势，掌握机会拐点到期日：2023-01-13立即续费查询自选九转信号股票名称信号暂无信号宣看历史详情>暂无信号查着历史详情暂无信号查看历史详情查看更多市场信号池观望信号信号日期0天内表现2022-02-222022-02-222022-02-222022-02-22 | |

本产品适合风险承受能力等级如您不符合要求，建议退出观看。

中信建投证券CHINASECURITIES神奇九转基于上海证券本产品适合风险承受能力等级为稳健型（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券HINASECURITIES神奇九转基于上海证券交易所、深圳证券交易所等公开信息建立模型仅从技术和数据角

本产品适合风险承受能力等级为稳健型（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券CHINA SECURITIES

袖奇九转

基于上海证券交易所深圳证券交易所等公开信息建立模型，仅从技术和数据角度进行分析并不能完全以此为买卖股票的判断基础！投资者还需要结合市场环境和自身理念综合判断，合理使用该工本产品适合风险承受能力等级为稳健型（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINA SECURITIES

转

交易所、

基

深圳证券

深圳证券 开信息建立模型

开信息建立模型

仅从技 度进行分析，

仅从技

度进行分析，

股票的判断基础

投 合市场环境

合判断，

工具。

本产品适合风险承受能力要求，建议退出观看。

中信建投证券

CHINA SECURITIES

问Q 神奇九转

市值7 4 . 9 7 亿

神奇九转

1 8 换手率 6 . 9 9 % 死交4 . 8 2 亿

交易所

五日 MK 月K 银眉股票框摄，痕机会拐点

开信息建立模型

自选九转信号

度进行分析

省花信号

长票的判断

合市场环境

市场信号池

资金 简况

公营 研报

合判新

观费信号

2022-02-22

T 具

2022-02-22

深证成摘

2022-02-22
本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINA SECURITIES

问α

收盘

“ 进场”

“ 加仓”

关注信号

14.49

| 决策工具资金 | 新闻 | 公告 | 研报 | 诊断 |
|-|-|-|-|-|
| | 主要指标 | 财务费用 | | 行业对比 |
| |          | 公司高管 | 股本 | |
| | ? | | D | ·. |
| 买入 | 卖出 | 撤单 | 提醒 | 更多 |

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINA SECURITIES

欣* * * 在底部时，主力密码连续提示" 进场” 、“ 加仓” ，随

后股价上涨1 3 0 % 。

21.79

13040

提示进场加仓

产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

本

中信建投证券

CHINASECURITIES

欣* * * 在底部时，主力密码连续提示“ 进场” 、“ 加仓” ，随

后股价上涨1 3 0 %

31.79

2.14

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINASECURITIES

欣* * * 在底部时，主力密码连续提示" 进场" 、" 加仓" ，随

后股价上涨1 3 0 % 。

31.79

13096

欣* * * 这波行情中，主力密码连续提示“ 进场” ，股价开

跆上涨，随后在高位提示“ 出场” ，上涨结束。

12.14

出场

28.83

“ 进场”

出现 加仓” 信号

加仓”信号

出现“进场”

股价出现阶段性上涨

15.60

山

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的报资者，如到产善，建议退出观看

中信建投证券

CHINA SECURITIES

欣* * * 在底部时，主力密码连续提示" 进场” 、“ 加仓" ，随

后股价上涨1 3 0 % 。
中信建投证券

CHINASECURITIES

主力密码

王力资金进出场揭秘

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINASECURITIES

主力密码

主力资金进出场揭秘

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINASECURITIES

股价风向标

本产品适合风险承受能力等级为稳健型C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINASECURITIES

主力资金

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINASECURITIES

力资

如您不符合要求，建议退出观看

中信建投证券

中信建投证券 CHINASECURITIES 股票市场中

股票市场中

能够影响股市

超级车市场主力

甚至拥有控制

股市中短期

走势的机构。

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINASECURITIES

股票市场中

能够影响股市

超级主力

市场主力

甚至拥有控制

国家队保险

股市中短期

银行券商等

走势的机构

一级主力 级主力

级主力

二级主力

信托社保 牛散

信托社保

大型私算

公墓Q F I I 等 小型私育等

公墓QFII等

游资等

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINASECURITIES 股票市场中

股票市场中

能够影响股市 超级主力

市场主力

市场主力 甚至拥有控利

甚至拥有控制

国家队保险 股市中短期

国家队保险

股市中短期

银行券商等 走势的机搁

一级主力

三级主力

二级主力 信托社保

信托社保

牛散 公墓Q F I I 等 大型私募

公墓QFII等

大型私募

小型私募等

游资等
| 开广一键防所目选 | 蜻妮管家 | 业务办理 |
|-|-|-|
| 在线顾问融资融券选股 | 数据中心福利专区 | |
| 国2 | | |
| 发现资讯仙人涨 | 账户秘书 | 更多 |
| 不重免费退订 | | |
| 8款决策工具先体验后付费 | | |
| 7x24要闻韩媒！美国林育号核航母驶入韩国 | | |
| 内参 | | 更多 |
| 是的，我们还需要更深层次去理解“价格” | | |
| 短线交易，或许是价格属性下的职业投3.季翔 | | |
| 中证1000指数：投资性价比凸四大维度解析中证1000投资价值 | | |
| 徐 | | |
| 四8 | | ? |
| 自选 | 理财 | 交易 |

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINASECURITIES

更多

最近使用鑫

为你推荐

决策 账户秘书

账户秘书

策效率

升策效率 查看每日账户通知

查看每日账户通知

资提醒

交易理财投顾业理其他

| 短线宝股中心 | 沪深港资金数据中心 | 融资追击K相似k线 | 智能诊股心今日热点 |
|-|-|-|-|
| 公告大全 | 筹码分布 | 投资收益 | 定增掘金 |
| 智投 | | | |
| 交易 | | | 民 |
| 一钻打新 | 买入 | 卖出 | 撒单 |

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINA SECURITIES

更多 决策

<

最近使用

刚刚出炉

最近使用 刚刚出炉

2 0 2 1 年短线宝年度报告

为你推荐

立

决策

账户秘书

策效率

查看每日账户通知

资提醒

E 技 交易理财投顾业理其他

更用

沪深港资金融资追击

智能诊股

短线宝 沪深港资金 融资追击 智能诊股

短线宝

目 K 心i 神奇九转

神奇九转

利用神重数字9 助投贾著发现股票

股中心

数据中心

相似k线

今日热点

股中心 数据中心 相似k 线 今日热点

神奇电波

红波关注绿波观量。发硬个股交

投资图谱

公告大全

筹码分布

定增掘金

筹码分布 投资图谱 定增掘金
本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINASECURITIES

CHINASECURITIES 股票市场中

股票市场中

能够影响股市

超级主力

市场主力 甚至拥有控制 1

市场主力

甚至拥有控制

国家队保险

股市中短期

国家队保险 股市中短期

银行券商等 走势的机购。

银行券商等

级主力

三级主力

二级主力 信托社保

信托社保

牛散 公墓Q F I I 等 大型私算

公墓QFII等

小型私募等

游资等

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINASECURITIES

个股

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

主力童大 中信建投证券

中信建投证券

CHINA SECURITIES

上涨动能更大

个股

个股主力流出

主力流出

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

主力滋大 中信建投证券

中信建投证券

CHINA SECURITIES

上涨动能更大

个股

个股主力流出

主力流出

下跌动能更大

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINASECURITIES

主力密码

股票择时分析工具

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINASECURITIES

主力密码

股票择时分析工具

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINA SECURITIES

通过股票当日走势和成交量，构建基础算法

来评价主九是杏控盘，以及控盘程度的高低。

主力解析

控盘度

坚决度

坚决度 人场度

人场度

通过速笔成交数据中的成交大单

通过当日大单资金净流入情况
| 股票名称 | 最新主力量图 | 决策详细分折 |
|-|-|-|
| |                | 详细分析> |
| | 不明确 | 详细分析> |
| | 查看更多 | |

点击

市场主力信号

主力密码

主力“ 进场” “ 离场“ 股票名单，每日收盘更新

主力离场

进场日期 最新价格 进场后涨跌福

进场日期

最新价格进场后涨跌福

查看信号

2022-03-16 10.54

2022-03-16

10.54

2022-03-16 4.45

2022-03-16

4.45

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINASECURITIES

温馨提示

影响股价的因素众多，影响方式复杂。

主力密码从资金和数据角

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券 CHINASECURITIES

CHINASECURITIES

温馨提示

影响股价的因素众多，影响方式复杂。

主力密码从资金和数据角度进行分析

投资者还需要结合市场环境

和

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINASECURITIES

温馨提示

影响股价的因素众多，影响方式复杂。

主力密码从资金和数据角度进行分析

投资者还需要结合市场环境

和自身理念综合判断

合理使用该工具。

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

温馨提示

的因素众多，影响方式复杂。

资金和数据角度进行分析，

者还需要结合市场环境

自身理念综合判断

合理使用该工具。

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINA SECURITIES

Q 索票
欣* * * 这波行情中，主力密码连续提示" 进场” ，股价开

31.79 始上涨，随后在高位提示" 出场” ，上涨结束。

31.79

出场

28.83

12.14

15.60

鼎示请运出场

“ 进场”

出现 加仓”信号

加仓”信号

出现“进场”

高位提醒“ 离场”

股价出现阶段性上涨 股价阶段性上涨结束

股价阶段性上涨结束

股价出现阶段性上涨

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINA SECURITIES

所列单剂例为历迎情形，不代衣术来衣现。

欣* * * 在底部时，主力密码连续提示" 进场" 、" 加仓" ，随

后股价上涨1 3 0 % 。

欣* * * 这波行情中，主力密码连续提示" 进场" ，股价开

31.79

31.79 始上涨，随后在高位提示" 出场” ，上涨结束。

出场

28.83

提示造场加仓

12.14

15.60

提示进场出场

出国“ 进场 加仓"

中信建投证券

CHINA SECURITIES

更多

首页一更多

最近使用

界面

为你推荐

决策 账户秘书

账户秘书

查看每日账户通知

提升你购” 效率 查看每日账户通知

资提醒

交易理财 投顾 业务办理其他

点击

决策

短线宝 沪深港资金 融资追击 智能诊股

融资追击

智能诊股

短线宝

沪深港资金

K

选股中心 数据中心 相似k 线 今日热点

选股中心

数据中心

相似k线

今日热点

公告大全 筹码分布 投资图谱 定增掘金

公告大全

筹码分布

投资图谱

定增掘金

智投

交易

D

一键打新 买入 撤单

一键打新

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINA SECURITIES

主力密码 说明

首页一更多

中信建投证券

界面

主力密码

监控主力进场、出场时机，抓住投资机会

到期日：2 0 2 3 - 0 1 - 1 3 立即续费

入的素代码/ 客价 搜索

点击

自选主力信号

主力“ 进场” “ 离场” 股票名单，每日收盘更新
点金投

一健解锁大工具

智投

主力密码

数国使用

洞悉主力动向。把握主力资金

交易

涨停雷达

监控市场异动，弹选强势股

一打新 买入 卖出

撒单

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINASECURITIES

[ 风险提示】

王力密码基于上海证券交易所、

深圳证券交易所等公开信息建立模型，

仅供参考，不构成具体投资建议。

请投资者在订阅相关策略前理解具体机制，

避免发生模型策略与您预想不一致的情况。

主力密码仅从技术和数据角度进行分析。

在不同行情下有一定局限性。

投资者还需要结合市场环境和自身理念综合判断

合理使用该工具。

建议退出观看。

你是否听说过被称为股价风向标的主力资金主力资金是资金量比较大一般被基金公司社保 外资及券商等大机构掌控的一类资金它们的流入流出往往对个股有直接的影响主力资金流 入坚定的个股往往上涨动能会更大反之主力流出坚决股价下跌的动能也就更大目前常见的 交易软件并没有直观地提示主力资金的活动轨迹那么,怎样才能找到神秘的主力资金呢?不 妨试试主力密码主力密码是一款股票择时的分析工具通过五大维度构建智能分析模型判断 主力在一只股票上的状态测算出主力进场、加仓、减仓及离场四大信号并及时展示在个股 K 线图上投资者可以一目了然地获取主力资金动态开通主力密码后可进入个股日 K 线界面 点击主力密码查看各股是否有主力信号出现主力进场主力加仓代表关注信号主力减仓主力 离场则要注意风险例如下面这只股票在底部时主力密码先后出现进场加仓信号后该股股价 出现阶段性上涨随后主力密码在高位提示离场信号股价阶段性上涨结束特别提示您所列举 的案例为历史情形不代表未来表现也可以通过首页更多决策按钮进入主力密码直观查看当 日出现信号的个股点击个股可从五个维度判断资金强度信号池每交易日 19 点更新投资者 可提前查看当然影响股价的因素众多影响方式复杂主力密码从资金和数据角度进行分析投 资者还需要结合市场环境和自身理念综合判断合理使用该工具现在就可打开蜻蜓点金 APP 进入首页更多决策主力密码签约完成就可以监控每日主力移动把握个股主力的意图了 MING PAO CANADA // MING PAO TORONTO
主林动买卖成交等数据，通过当日大单资金净流入情况

作为主九入场程度的判断依据

利断资金活防、主九进出程度。

数据来源来自逐笔成交威据

动力

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINASECURITIES

通过股票当日走势和成交量，构建基础算法

来评价主九是否控盘，以及控盘程度的高低。

主力解析

控盘度

人场度

坚决度

坚决度 人场度

通过速笔成交数据中的成交大单

通过当日大单资金净流入情况

主林动买卖成交等数据

作为王九入场程度的判断依据，

判断资金活跃、王力进出程度。

数据来源来自送笔成交数据。

动力度

获利度 动力度

获利度

通过主动买入的大单数量以及价格进行统计计算，

得出当日主九买入的平协价格，测算出当日主九获利程度

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

中信建投证券 CHINASECURITIES

CHINASECURITIES

离场

减仓 进场

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINA SECURITIES

本产品适合风险承受能力等级为稳健型（C 3 ）及以上 拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券

CHINA SECURITIES

Q 搜索股票

自选

+

自选 蜻蜓管家 业务办理

蜻蜓管家

业务办理

键打新

界面

在线顾问融融券

在线顾问 融资融券 选股 L c e l 2 黄金版福利专区

国

仙人涨

账户秘书

发现 资讯 仙人涨 账户秘书 更多

7 × 2 4 要闻微芯生物：西奥罗尼治疗软组织肉

内参 更多

A 股逆袭延续，底部确定探明了

吗？

市公司层面的利好公告集中偏多，可适. .

15:50

今日大盘

今日大盘 15:50

A 策略：反弹展开，主线一季报

总的来说，当前市场从长期来看性价比较

高，适合长期资金入市配置。从中期. . .

15:50

建投研究 15:50

# 8

当选 投顾 理财 交易
本产品适合风险承受能力等级为稳健（C 3 ）及以

美的投资者，如您不符合要求，建议退出观看。

尾盘掘金 北上资金策略

选股

神奇九转

主力密码

融资追击

高级诊股

投

| 高级诊股 | 融资追击 | 炒股利器 | 择时 | - | - |
|-|-|-|-|-|-|
| | 数据 | | | | 神奇电波 |
| |            | 安心投 | | | |
| |            | 九项产品的全方位服务 | 资讯 | 盘中宝 | |

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

尾盘掘金

奇九转

主力密码

业上资金蓄赔

神奇电波

高级诊股

融资追云

投

中国

依靠大数据分析技术和机器学习算法

夏心我

大数据分析依靠大数据分析技术和机器学习算法

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

净文能力手级大德链代

机器学习算法

大数据分析技术

对海量的金融数据进行分析和挖掘

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

机器学习算法 大数据分析技术

机器学习算法

对海量的金融数据进行分析和挖掘

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

机器学习算法

技术

对海量的金融数据进行分析和挖掘

对海量的金融数据进行分析和挖掘

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。风险偏好

银据你1好等庆素

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。风险偏好共资运标择时福好

根据您好等庆素

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

风险偏好

投资目标

设金点

根据您的风险偏好投资目标和择时偏好等因素

力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观有

点金投

为您提供一站式投资解决方案
为您提供一站式投资解决方案

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

为您提供一站式投资解决方案

为您提供一站式投资解决方案

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。资讯

资讯浩如烟海如何抓住热点

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

资讯浩如烟海如何抓住热点

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

资讯点金投盘中宝精选资讯服务

资讯

点全投盘中先资讯服务

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

资讯

点金投母中选资讯服务

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

资讯

大名

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

.

资讯

盘中宝

公中国请

上

资讯服务盘中热点

盘中及时提醒

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中家】在零为有禁下行# 正步入

资讯

点金投

【省中国】# 市能联汽车证点#

盘中宝

资讯服务盘中热点

【中家】传通飞· 机# 人· #

把握市场脉动避免盯盘烦恼

本产品适合要求，建议退出观看。

【中宝」在毕为锁下行业正步人

发“ 快车道” ，# # 电建设销动产业学

资讯 夜级为作# 下行业证步入“ 快道” ，#

#############

1 元1 # 为这一#

点金投

【盘中宝] 该维银可联汽车试点进

人实车上您询试机媒，机构暂驾银行

盘中宝

# 电

资讯服务盘中热点

人#

资讯服务

收量

务盘中热点

TTS

兰

【中宝] 先速飞机+ 机人· # 物到

物信，这类技术注加通融入生产住活

注# # 术# 放入# 产生，有# 生方

###

了# 术

##

选股有困难
分时信号

神奇电波

K线信号

超跌反弹

K 线信号 超跌反弹

服务包含神奇九转 神奇电波主力密码

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

择时主力密码

择时

主力密码

主力离场

主力调仓

K线信号

K 线信号 主力调仓

神奇九转

主力进场

分时信号

顶底拐点

分时信号 顶底拐点

神奇电波

超跌反弹

K线信号

K 线信号 超跌反弹

助力您的择时决策

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

择时

择时主力密码

主力密码

主力离场

主力调仓

K线信号

K 线信号 主力调仓

神奇九转

主力进场

分时信号

分时信号 顶底拐点

顶底拐点

神奇电波

超跌反弹

K线信号

K 线信号 超跌反弹

为您透视潜在风险

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

择时主力密码

择时

主力密码

主力离场

K 线信号 主力调仓

主力调仓

K线信号

神奇九转

主力进场

分时信号 顶底拐点

分时信号

顶底拐点

神奇电波

超跌反弹

K线信号

K 线信号 超跌反弹

为您透视潜在风险

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

择时

择时主力密码

主力密码

主力离场

主力调仓

K 线信号 主力调仓

K线信号

神奇九转

主力进场

分时信号 顶底拐点

分时信号

顶底拐点

神奇电波

K 线信号 超跌反弹

K线信号

超跌反弹

跟踪主线资金流向

F马合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

神奇九转

择时 神奇九转

主力密码

顶底拐点

分时信号

神奇电波

把握波段机会

越铁反弹

线售号

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者H 口·

数据

分析数据太麻烦

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求建议退出观看

数据
本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

选股

北上资金策略

| 算法 | 中线 | 资金面 | 优质个股 |
| 模型 | | | |
|-|-|-|-|
| | 短线尾盘掘金 | | |
| | 量化选股 | 尾盘精选 | |
| | 助您优中选优 | | |

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

本产品适合风险承受能力等级为稳健（C 3 ）及以

北上资金策略

算法

模型 中线 资金面 优质个股

资金面优质个股

短线尾盘掘金

短线

尾盘掘金

量化选股尾世精选

助您优中选优

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议

择时

择时买卖难决断

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

择时

点金投便用大分析指标

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不

择时

经典技术分析指标

主力离场

主力进场

跟踪股票波动趋势

跟踪股票波动趋势

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

品种包含权益类的投货者，如您不

择时

经典技术分析指标

主力离场

主力进场

跟踪股票波动趋势

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

择时 经典技术分析旧标

主力离场

主力进场

服务包含神奇九转神奇电波主力密码

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

择时 写典拉本分折指标

主力离场

神奇九转

主力进场 分时信号 顶底拐点

分时信号

顶底拐点

服务包含神奇九转神奇电波主力密码

服务包含神奇九转神奇电波主力密码

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

择时

主力离场

神奇九转

主力进场

分时信号 顶底拐点

顶底拐点
点金投数据策略

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

数据

# 至君餐金理售指数估值

全市场两融数据

市场热屋

盲分析

财务指

技术分析

集合市场深度数据

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

数据

沪深港资金变化 精选指数估值

沪深港资金变化

精选指数估值

风险透视

题材透视 全市场两融数据

题材透视

全市场两融数据

市场热度

估值分析

财务指标

技术分析 主力动向

技术分析

主力动向

为您提供多维度数据视角

本产品适合风险承受能力等级为稳健（C 3 ）及以上拟投资品种包含权益类的投资者，如您不符合要求建议退出观看

数据

沪深港资金变化

风险透视

题材透视

精选指数估值

市场热度

财务指标

全市场两融数据

估值分析

技术分析

主力动向

为您提供多维度数据视角

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

数据

沪深港资金变化

题材透视 风险透视

风险透视

题材透视

精选指数估值

市场热度

N ：

财务指标

全市场两融数据

估值分析

技术分析

主力动向

帮您看清数据背后的市场动向

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

数据

沪深港资金变化

题材透视

风险透视

精选指数估值

市场热度

财务指标

全市场两融数据

估值分析

主力动向

技术分析

帮您看清数据背后的市场动向

